protein_id,keywords,cluster
NC_027213.1_144,IMV membrane protein/virus entry,PC_146
NC_031033.1_147,imv mp/virus entry protein,PC_146
NC_035469.1_142,IMV MP/Virus entry,PC_146
NC_015960.1_124,virion surface protein,PC_146
NC_035468.1_144,virion surface protein,PC_146
NC_006966.1_127,hypothetical protein,PC_146
NC_002642.1_118,118L protein,PC_146
NC_030656.1_120,imv mp/virus entry,PC_146
NC_035797.1_122,hypothetical protein,PC_146
NC_001132.2_111,m116L,PC_146
NC_035460.1_128,"IMV membrane protein, entry",PC_146
NC_001266.1_114,gp116L,PC_146
NC_032111.1_152,envelope protein A28-like protein,PC_146
NC_003389.1_116,SPV115 hypothetical protein,PC_146
NC_016924.1_134,MV entry-fusion complex protein,PC_146
NC_037656.1_115,IMV MP/virus entry,PC_146
NC_004003.1_114,hypothetical protein,PC_146
NC_004002.1_112,hypothetical protein,PC_146
NC_035188.1_87,hypothetical protein,PC_146
NC_005179.1_110,118L,PC_146
NC_066642.1_199,HSPV173a,PC_147
NC_008291.1_182,hypothetical protein,PC_147
NC_003663.2_177,CPXV189 protein,PC_147
NC_003391.1_179,CMLV172,PC_147
NC_004105.1_186,EVM149,PC_147
NC_055231.1_173,putative A51R protein,PC_147
NC_063383.1_164,M137R,PC_147
NC_003310.1_173,M137R,PC_147
NC_001611.1_169,hypothetical protein,PC_147
NC_006998.1_171,hypothetical protein,PC_147
NC_055230.1_177,hypothetical protein,PC_147
NC_031033.1_172,hypothetical protein,PC_147
NC_031038.1_171,hypothetical protein,PC_147
NC_027213.1_168,hypothetical protein,PC_147
NC_066642.1_200,HSPV173b,PC_147
NC_035468.1_169,hypothetical protein,PC_147
NC_035469.1_168,hypothetical protein,PC_147
NC_015960.1_145,hypothetical protein,PC_147
NC_005179.1_127,138R,PC_147
NC_002642.1_139,138R protein,PC_147
NC_003389.1_136,SPV134 hypothetical protein,PC_147
NC_001132.2_130,m137R,PC_147
NC_004002.1_130,hypothetical protein,PC_147
NC_004003.1_134,hypothetical protein,PC_147
NC_003027.1_135,LSDV137 hypothetical protein,PC_147
NC_006966.1_150,hypothetical protein,PC_147
NC_035460.1_156,hypothetical protein,PC_147
NC_032111.1_170,protein A51,PC_147
NC_016924.1_150,hypothetical protein,PC_147
NC_001266.1_131,gp137R,PC_147
NC_023639.1_805,collagen-like protein 2,PC_148
NC_014649.1_231,collagen-like protein 2,PC_148
NC_079139.1_463,collagen-like protein 7,PC_148
NC_075368.1_144,collagen repeat protein,PC_148
NC_036594.1_154,Collagen-like protein,PC_148
NC_036594.1_1070,tail protein,PC_148
NC_075368.1_215,collagen-like protein,PC_148
NC_075034.1_750,collagen-like protein,PC_148
NC_075037.1_875,hypothetical protein,PC_148
NC_075367.1_348,collagen-like protein,PC_148
NC_016072.1_300,tail fiber protein,PC_148
NC_020104.1_113,collagen repeat protein with BclB C-terminal domain,PC_148
NC_036594.1_221,Collagen-like protein,PC_148
NC_075367.1_206,collagen-like protein,PC_148
NC_075034.1_284,collagen-like protein 7,PC_148
NC_036594.1_915,Collagen-like protein,PC_148
NC_079139.1_969,collagen-like protein,PC_148
NC_016072.1_776,tail fiber protein,PC_148
NC_023639.1_2,collagen-like protein 2,PC_148
NC_075035.1_229,collagen triple helix repeat-containing protein,PC_148
NC_075035.1_97,collagen-like protein 1,PC_148
NC_023639.1_670,tail fiber protein,PC_148
NC_014649.1_96,tail fiber protein,PC_148
NC_075035.1_228,collagen-like protein,PC_148
NC_036594.1_100,Collagen-like protein,PC_148
NC_075035.1_21,putative ankyrin repeat protein,PC_148
NC_036594.1_153,Collagen-like protein,PC_148
NC_036594.1_152,Collagen-like protein,PC_148
NC_036594.1_1114,hypothetical protein,PC_148
NC_021901.1_119,SWI/SNF2 family helicase,PC_149
NC_023611.1_123,SWI/SNF2 family helicase,PC_149
NC_023615.1_126,SWI/SNF2 family helicase,PC_149
NC_015780.1_56,hypothetical protein,PC_149
NC_023848.1_90,SWI/SNF2 family helicase,PC_149
NC_023613.1_132,SWI/SNF2 family helicase,PC_149
NC_033423.1_95,SWI/SNF2 family helicase protein,PC_149
NC_030394.2_8,putative NTPase,PC_149
NC_005832.1_7,NTPase,PC_149
NC_075538.1_7,NTPase,PC_149
NC_039034.1_8,helicase,PC_149
NC_005946.1_9,putative NTPase,PC_149
NC_038507.1_9,putative NTPase,PC_149
NC_030842.1_7,putative NTPase,PC_149
NC_017940.1_7,NTPase,PC_149
NC_028461.1_8,NTPase/helicase,PC_149
NC_006549.1_50,NTPase,PC_149
NC_001824.1_68,SWI/SNF2 family helicase,PC_149
NC_055603.1_57,SWI/SNF2 family helicase,PC_149
NC_005902.1_52,hypothetical protein,PC_149
NC_055165.1_156,NTPase,PC_149
NC_027778.1_108,ORF_104L,PC_149
NC_003494.1_54,putative NTPase,PC_149
NC_008187.1_91,hypothetical protein,PC_149
NC_024451.1_219,SWI/SNF2 family helicase,PC_149
NC_077218.1_183,SWI/SNF2 family helicase,PC_149
NC_003038.1_7,022L,PC_149
NC_011335.1_21,hypothetical protein,PC_149
NC_036594.1_22,VV D6-like helicase,PC_149
NC_066642.1_14,HSPV011a,PC_150
NC_003663.2_13,CPXV016 protein,PC_150
NC_055231.1_9,hypothetical protein,PC_150
NC_004105.1_19,CPXV016; CPX019; EVM010,PC_150
NC_035469.1_5,ankyrin-repeat protein,PC_150
NC_027213.1_14,Ankyrin repeat-containing protein,PC_150
NC_031038.1_203,ankyrin,PC_150
NC_055230.1_12,ankyrin-containing protein,PC_150
NC_031033.1_9,ankyrin,PC_150
NC_031038.1_10,ankyrin,PC_150
NC_035468.1_196,ankyrin-repeat protein,PC_150
NC_031038.1_12,ankyrin,PC_150
NC_055230.1_15,ankyrin-containing protein,PC_150
NC_031033.1_12,ankyrin,PC_150
NC_066642.1_15,HSPV011b,PC_150
NC_003663.2_16,CPXV019 protein,PC_150
NC_055231.1_12,hypothetical protein,PC_150
NC_066642.1_20,HSPV014b,PC_150
NC_066642.1_16,hypothetical protein,PC_150
NC_066642.1_21,HSPV014c,PC_150
NC_066642.1_19,HSPV014a,PC_150
NC_063383.1_195,HSPV014a,PC_150
NC_003310.1_200,N2R,PC_150
NC_008291.1_8,ankyrin-like protein,PC_150
NC_066642.1_23,HSPV014d,PC_150
NC_003310.1_7,CMLV008,PC_150
NC_035469.1_7,CPXV019 protein,PC_150
NC_003391.1_10,CMLV008,PC_150
NC_003310.1_6,hypothetical protein,PC_150
NC_066642.1_39,Host range protein,PC_151
NC_003663.2_26,CPXV029 protein,PC_151
NC_006998.1_16,host-range protein,PC_151
NC_008291.1_22,host-range protein,PC_151
NC_003391.1_23,host-range protein,PC_151
NC_063383.1_16,Host range protein,PC_151
NC_055231.1_22,hypothetical protein,PC_151
NC_003310.1_19,Host range protein,PC_151
NC_004105.1_34,host-range protein,PC_151
NC_055230.1_26,host-range factor,PC_151
NC_027213.1_20,Host-range protein/type I IFN inhibitor,PC_151
NC_035469.1_201,Type 1 IFN inhibitor,PC_151
NC_031038.1_22,type 1 ifn inhibitor,PC_151
NC_031033.1_22,type 1 ifn inhibitor,PC_151
NC_035468.1_193,host-range protein,PC_151
NC_015960.1_162,host-range protein,PC_151
NC_016924.1_23,host range virulence factor,PC_151
NC_002642.1_69,67R protein,PC_151
NC_006966.1_77,Host range protein,PC_151
NC_005179.1_60,putative host range protein,PC_151
NC_003389.1_66,putative host range protein,PC_151
NC_035797.1_71,putative host range protein,PC_151
NC_004002.1_64,putative host range protein,PC_151
NC_004003.1_66,putative host range protein,PC_151
NC_003027.1_67,putative host range protein,PC_151
NC_016924.1_83,host range virulence factor,PC_151
NC_032111.1_93,putative host range protein 2,PC_151
NC_001266.1_62,gp062R,PC_151
NC_001132.2_60,m62R,PC_151
NC_066642.1_104,Late transcription elongation factor,PC_152
NC_006998.1_75,transcriptional elongation factor,PC_152
NC_055231.1_79,putative G2R protein,PC_152
NC_003391.1_84,transcriptional elongation factor,PC_152
NC_001611.1_71,transcriptional elongation factor,PC_152
NC_063383.1_72,Late transcription elongation factor,PC_152
NC_008291.1_85,transcriptional elongation factor,PC_152
NC_004105.1_91,transcriptional elongation factor,PC_152
NC_055230.1_84,late transcriptional factor,PC_152
NC_031038.1_80,vltf,PC_152
NC_031033.1_80,vltf,PC_152
NC_027213.1_77,VLTF,PC_152
NC_035468.1_77,late transcription elongation factor,PC_152
NC_035469.1_74,VLTF,PC_152
NC_015960.1_57,late transcription elongation factor,PC_152
NC_004003.1_51,transcriptional elongation factor,PC_152
NC_004002.1_49,transcriptional elongation factor,PC_152
NC_001132.2_45,transcriptional elongation factor,PC_152
NC_032111.1_76,viral late transcription elongation factor,PC_152
NC_035797.1_56,vltf,PC_152
NC_003389.1_51,transcriptional elongation factor,PC_152
NC_005179.1_45,transcriptional elongation factor,PC_152
NC_006966.1_62,Transcriptional elongation factor,PC_152
NC_035460.1_59,Late transcription elongation factor (VLTF),PC_152
NC_002642.1_54,52R protein,PC_152
NC_037656.1_51,Viral late transcription elongation factor,PC_152
NC_030656.1_57,viral late transcription elongation factor,PC_152
NC_016924.1_68,viral late transcription elongation factor,PC_152
NC_001266.1_47,transcriptional elongation factor,PC_152
NC_043129.1_22,major capsid protein,PC_153
NC_014767.1_97,hypothetical protein,PC_153
NC_028093.1_91,hypothetical protein,PC_153
NC_014766.1_100,hypothetical protein,PC_153
NC_020852.1_173,major capsid protein,PC_153
NC_028091.1_92,hypothetical protein,PC_153
NC_028092.1_99,hypothetical protein,PC_153
NC_013288.1_96,hypothetical protein,PC_153
NC_020864.1_140,hypothetical protein,PC_153
NC_014765.1_88,hypothetical protein,PC_153
NC_014767.1_98,hypothetical protein,PC_153
NC_014765.1_89,hypothetical protein,PC_153
NC_043129.1_23,hypothetical protein,PC_153
NC_028093.1_92,hypothetical protein,PC_153
NC_014766.1_101,hypothetical protein,PC_153
NC_028091.1_93,hypothetical protein,PC_153
NC_013288.1_97,hypothetical protein,PC_153
NC_020852.1_172,hypothetical protein,PC_153
NC_028092.1_100,hypothetical protein,PC_153
NC_010191.2_91,hypothetical protein,PC_153
NC_028112.1_156,putative major capsid protein,PC_153
NC_028110.1_22,putative major capsid protein,PC_153
NC_020864.1_138,hypothetical protein,PC_153
NC_028108.1_138,putative major capsid protein,PC_153
NC_020864.1_139,hypothetical protein,PC_153
NC_028110.1_21,putative major capsid protein,PC_153
NC_028108.1_137,hypothetical protein,PC_153
NC_028112.1_157,putative major capsid protein,PC_153
NC_014637.1_410,putative capsid protein 2,PC_153
NC_079139.1_406,hypothetical protein,PC_154
NC_075035.1_772,hypothetical protein,PC_154
NC_023639.1_545,hypothetical protein,PC_154
NC_075037.1_791,hypothetical protein,PC_154
NC_075034.1_237,hypothetical protein,PC_154
NC_016072.1_255,hypothetical protein,PC_154
NC_020104.1_201,"PEPCTERM_chp_1[TIGR03118], uncharacterized protein conserved in bacteria",PC_154
NC_075367.1_868,hypothetical protein,PC_154
NC_075368.1_222,hypothetical protein,PC_154
NC_075035.1_717,NHL repeat-containing protein,PC_154
NC_023639.1_493,NHL repeat-containing protein,PC_154
NC_014649.1_719,hypothetical protein,PC_154
NC_079139.1_996,NHL-repeat-containing protein,PC_154
NC_075039.1_1261,hypothetical protein,PC_154
NC_075034.1_776,hypothetical protein,PC_154
NC_075038.1_1128,hypothetical protein,PC_154
NC_016072.1_803,hypothetical protein,PC_154
NC_075368.1_760,hypothetical protein,PC_154
NC_075367.1_315,hypothetical protein,PC_154
NC_075037.1_234,hypothetical protein,PC_154
NC_020104.1_773,hypothetical protein,PC_154
NC_075039.1_473,hypothetical protein,PC_154
NC_075038.1_447,hypothetical protein,PC_154
NC_079139.1_1150,NHL-repeat-containing protein,PC_154
NC_075038.1_10,hypothetical protein,PC_154
NC_075039.1_10,hypothetical protein,PC_154
NC_079139.1_1183,TIGR03118 family protein,PC_154
NC_075036.1_911,hypothetical protein,PC_154
NC_024697.1_104,putative capsid protein,PC_155
NC_038553.1_221,major capsid protein,PC_155
NC_077221.1_521,putative capsid protein,PC_155
NC_075546.1_138,major capsid protein MCP,PC_155
NC_021312.1_160,major capsid protein MCP,PC_155
NC_014637.1_352,major capsid protein,PC_155
NC_028094.1_200,major capsid protein 1,PC_155
NC_077077.1_20,major capsid protein,PC_155
NC_079139.1_646,capsid protein 1,PC_155
NC_077077.1_19,major capsid protein,PC_155
NC_075037.1_560,capsid protein,PC_155
NC_075035.1_470,capsid protein D13l,PC_155
NC_075368.1_441,capsid protein 1,PC_155
NC_020104.1_450,capsid protein 1,PC_155
NC_075039.1_733,capsid protein 1,PC_155
NC_016072.1_484,capsid protein 1,PC_155
NC_075038.1_694,capsid protein 1,PC_155
NC_023639.1_246,capsid protein 1,PC_155
NC_014649.1_474,capsid protein 1,PC_155
NC_075034.1_467,capsid protein 1,PC_155
NC_075367.1_644,capsid protein 1,PC_155
NC_077067.1_465,major capsid protein,PC_155
NC_077067.1_460,major capsid protein,PC_155
NC_077067.1_476,major capsid protein,PC_155
NC_075036.1_500,capsid protein,PC_155
NC_077067.1_102,capsid-related protein,PC_155
NC_077067.1_455,hypothetical protein,PC_155
NC_024697.1_256,putative capsid protein 2,PC_155
NC_075367.1_418,ATP-dependent RNA helicase,PC_156
NC_075034.1_681,putative ATP-dependent RNA helicase,PC_156
NC_016072.1_707,putative ATP-dependent RNA helicase,PC_156
NC_014637.1_142,putative superfamily II helicase/VV D11-like transcription factor,PC_156
NC_079139.1_888,putative ATP-dependent RNA helicase,PC_156
NC_038511.1_121,D6/D11-like helicase,PC_156
NC_031465.1_156,D6/D11-like helicase,PC_156
NC_025412.1_193,conserved D6/D11-like helicase,PC_156
NC_013756.1_191,conserved D6/D11-like helicase,PC_156
NC_029692.1_223,D6/D11-like helicase,PC_156
NC_043223.1_2,D6/D11-like helicase,PC_156
NC_075368.1_669,helicase,PC_156
NC_075037.1_325,helicase,PC_156
NC_014649.1_628,putative ATP-dependent RNA helicase,PC_156
NC_023639.1_399,putative ATP-dependent RNA helicase,PC_156
NC_075035.1_620,putative ATP-dependent RNA helicase,PC_156
NC_075039.1_262,ATP-dependent RNA helicase,PC_156
NC_075038.1_245,putative ATP-dependent RNA helicase,PC_156
NC_020104.1_679,D6/D11-like helicase,PC_156
NC_077067.1_718,SNF2 helicase,PC_156
NC_075036.1_743,DEXDc helicase,PC_156
NC_015326.1_203,D6/D11-like helicase,PC_156
NC_033775.1_250,ATP-dependent helicase,PC_156
NC_030230.1_230,conserved D6/D11-like helicase,PC_156
NC_075136.1_448,putative helicase,PC_156
NC_077077.1_38,hypothetical protein,PC_156
NC_024697.1_279,putative ATP-dependent RNA helicase,PC_156
NC_038553.1_155,putative ATP-dependent RNA helicase,PC_156
NC_075036.1_168,putative tRNA ligase/uridine kinase,PC_157
NC_023613.1_23,5'-3' deoxyribonucleotidase,PC_157
NC_055165.1_45,DNA repair exonuclease D subunit,PC_157
NC_023615.1_21,5'-3' deoxyribonucleotidase,PC_157
NC_021901.1_21,5'-3' deoxyribonucleotidase,PC_157
NC_023611.1_21,5'-3' deoxyribonucleotidase,PC_157
NC_003038.1_113,244L,PC_157
NC_024451.1_85,DNA repair exonuclease SbcCD D subunit,PC_157
NC_015780.1_141,hypothetical protein,PC_157
NC_023848.1_149,DNA repair exonuclease SbcCD D subunit,PC_157
NC_008187.1_81,hypothetical protein,PC_157
NC_033775.1_144,CpdA-like metallophosphatase,PC_157
NC_015326.1_315,putative DNA repair exonuclease,PC_157
NC_038511.1_232,putative DNA repair exonuclease,PC_157
NC_029692.1_347,putative DNA repair exonuclease,PC_157
NC_031465.1_267,putative DNA repair exonuclease,PC_157
NC_011335.1_27,hypothetical protein,PC_157
NC_030230.1_342,DNA repair exonuclease SbcCD D subunit,PC_157
NC_025412.1_306,conserved putative DNA repair exonuclease,PC_157
NC_013756.1_307,DNA repair exonuclease SbcCD D subunit,PC_157
NC_043223.1_119,DNA repair exonuclease SbcCD D subunit,PC_157
NC_008518.1_132,hypothetical protein,PC_157
NC_044938.1_65,DNA repair exonuclease,PC_157
NC_044939.1_69,DNA repair exonuclease,PC_157
NC_009233.1_65,DNA repair exonuclease,PC_157
NC_036594.1_1072,Mre11/SbcD-like exonuclease,PC_157
NC_008361.1_56,41.8 Metallo-dependent calcineurin-like phosphatase,PC_157
NC_031465.1_268,CpdA-like metallophosphatase,PC_157
NC_075136.1_35,hypothetical protein,PC_158
NC_014767.1_172,hypothetical protein,PC_158
NC_043129.1_91,hypothetical protein,PC_158
NC_014789.1_164,hypothetical protein,PC_158
NC_013288.1_170,hypothetical protein,PC_158
NC_028092.1_172,hypothetical protein,PC_158
NC_020852.1_97,hypothetical protein,PC_158
NC_028093.1_160,hypothetical protein,PC_158
NC_028091.1_174,hypothetical protein,PC_158
NC_014766.1_173,hypothetical protein,PC_158
NC_028108.1_61,hypothetical protein,PC_158
NC_028112.1_67,hypothetical protein,PC_158
NC_014765.1_169,hypothetical protein,PC_158
NC_000852.5_247,hypothetical protein,PC_158
NC_032001.1_244,"Phage/plasmid primase, ATPase, superfamily III helicase",PC_158
NC_009898.1_284,hypothetical protein,PC_158
NC_043235.1_271,ATPase,PC_158
NC_002687.1_113,EsV-1-109,PC_158
NC_011183.1_29,putative superfamily III helicase,PC_158
NC_020864.1_68,hypothetical protein,PC_158
NC_044937.1_288,ATPase,PC_158
NC_008724.1_27,hypothetical protein,PC_158
NC_028110.1_106,hypothetical protein,PC_158
NC_037057.1_135,hypothetical protein,PC_158
NC_043252.1_22,DNA primase,PC_158
NC_024697.1_235,putative D5 primase/helicase,PC_158
NC_014789.1_165,hypothetical protein,PC_158
NC_007346.1_468,DNA primase,PC_158
NC_066642.1_92,IMV membrane protein I2,PC_159
NC_055231.1_70,putative I2L protein,PC_159
NC_003663.2_74,CPXV081 protein,PC_159
NC_063383.1_63,IMV membrane protein I2,PC_159
NC_003391.1_75,IMV membrane protein,PC_159
NC_055230.1_75,IMV membrane protein,PC_159
NC_031038.1_71,imv membrane protein,PC_159
NC_027213.1_68,IMV membrane protein,PC_159
NC_031033.1_71,imv membrane protein,PC_159
NC_035469.1_65,IMV membrane protein,PC_159
NC_035468.1_68,IMV membrane protein,PC_159
NC_006966.1_53,hypothetical protein,PC_159
NC_003389.1_42,SPV040 hypothetical protein,PC_159
NC_001266.1_39,gp039L,PC_159
NC_015960.1_48,IMV membrane protein,PC_159
NC_032111.1_66,protein I2,PC_159
NC_002642.1_46,44L protein,PC_159
NC_016924.1_60,virus assembly crescent formation protein,PC_159
NC_003027.1_44,hypothetical protein,PC_159
NC_035460.1_50,IMV membrane protein,PC_159
NC_001132.2_38,m39L,PC_159
NC_004002.1_41,hypothetical protein,PC_159
NC_004003.1_43,hypothetical protein,PC_159
NC_030656.1_49,imv membrane protein,PC_159
NC_005179.1_37,putative transmembrane protein,PC_159
NC_037656.1_43,IMV membrane protein,PC_159
NC_035797.1_48,IMV membrane protein,PC_159
NC_035188.1_23,hypothetical protein,PC_159
NC_066642.1_176,IMV membrane protein A30,PC_160
NC_055230.1_154,IMV protein,PC_160
NC_055231.1_150,putative A30L protein,PC_160
NC_004105.1_162,EVM132,PC_160
NC_003310.1_151,IMV membrane protein A30,PC_160
NC_063383.1_143,IMV membrane protein A30,PC_160
NC_003663.2_154,CPXV165 protein,PC_160
NC_027213.1_146,IMV protein,PC_160
NC_031038.1_149,imv protein,PC_160
NC_031033.1_149,imv protein,PC_160
NC_035468.1_146,IMV protein,PC_160
NC_015960.1_126,IMV protein,PC_160
NC_035469.1_144,IMV protein,PC_160
NC_002642.1_120,120L protein,PC_160
NC_035460.1_130,IMV protein,PC_160
NC_035797.1_124,IMV membrane protein,PC_160
NC_004002.1_114,IMV membrane protein,PC_160
NC_004003.1_116,IMV membrane protein,PC_160
NC_055228.1_115,IMV protein,PC_160
NC_055229.1_112,IMV protein,PC_160
NC_006966.1_129,IMV (membrane),PC_160
NC_003389.1_118,IMV membrane protein,PC_160
NC_001132.2_113,IMV membrane protein,PC_160
NC_005179.1_112,IMV membrane protein,PC_160
NC_032111.1_154,protein A30,PC_160
NC_016924.1_136,virion assembly protein,PC_160
NC_001266.1_116,IMV membrane protein,PC_160
NC_035188.1_89,ORF107 virion morphogenesis,PC_160
NC_055228.1_66,RNA polymerase,PC_161
NC_028238.1_110,RNA polymerase subunit RP022,PC_161
NC_024446.1_157,RNA polymerase subunit RPO22,PC_161
NC_036582.1_152,RNA polymerase subunit 22,PC_161
NC_002188.1_136,RNA polymerase subunit RP022,PC_161
NC_005179.1_62,69R,PC_161
NC_005309.1_180,CNPV180 RNA polymerase subunit RPO22,PC_161
NC_035797.1_73,69R protein,PC_161
NC_035469.1_90,RNA polymerase,PC_161
NC_015960.1_73,DNA-dependent RNA polymerase subunit rpo22,PC_161
NC_016924.1_85,DNA-dependent RNA polymerase subunit RPO22,PC_161
NC_024447.1_145,RNA polymerase subunit RPO22,PC_161
NC_032111.1_95,DNA-dependent RNA polymerase subunit RPO22,PC_161
NC_003389.1_68,SPV066 RNA polymerase subunit RPO22,PC_161
NC_031033.1_96,RNA polymerase,PC_161
NC_035468.1_93,DNA-dependent RNA polymerase subunit rpo22,PC_161
NC_027213.1_93,RNA polymerase subunit RPO22 protein,PC_161
NC_030656.1_71,RNA polymerase,PC_161
NC_008291.1_101,DNA-directed RNA polymerase subunit,PC_161
NC_003663.2_99,DNA-directed RNA polymerase subunit,PC_161
NC_055231.1_95,putative J4R protein,PC_161
